SciFi_Movies.Name,SciFi_Movies.Duration,SciFi_Movies.Rating,SciFi_Movies.Release_date,SciFi_Movies.Plot,SciFi_Movies.Budget,Movie_Staff.StaffID,Movie_Staff.Name,Movie_Staff.JobTitle,Movie_Staff.AvgSalary,Movie_Staff.DOB,Movie_Staff.Email,Movie_Staff.phone,Characters.FilmID,Characters.CharID,Characters.Name,Characters.Appearance,Characters.Background,Characters.ActorID,Works_On.FilmID,Works_On.StaffID,Segments.FilmID,Segments.Number,Segments.Duration,Segments.Setting,Segments.Discription,Part_In.FilmID,Part_In.SegmentNum,Part_In.CharID
null,null,null,null,null,null,null,null,null,null,null,null,null,On the Beach,4,Christina Russell,Muscular character with Gray hair and Blue eyes. Additionally the character has Mole above right eyebrow.,Character operates outside the law often as a fugitive or rebel.,11,The Six Million Dollar Man,10,The Privilege,2,22,A remote fishing village perched on the edge of a rugged coastline battered by wind and waves.,A powerful artifact grants its wielder control over life and death but at a terrible price.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,On the Beach,5,Jennifer Chavez,Chubby character with Red hair and Gray eyes.,Character is talented in creative pursuits such as art or music.,105,The Star Wars Holiday Special,190,The Privilege,3,22,A hidden cave system filled with glittering crystals and strange rock formations.,A group of rebels fights against an oppressive regime in a dystopian future ruled by technology.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,On the Beach,6,Jason Norris,Muscular character with Black hair and Hazel eyes.,Character operates outside the law often as a fugitive or rebel.,146,The Star Wars Holiday Special,145,The Privilege,4,22,A bustling metropolis on the edge of a vast desert where towering skyscrapers rise above the sand.,An ancient curse transforms its victims into stone statues frozen for eternity in their moment of agony.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,On the Beach,7,Kaitlyn Cisneros,Lean character with Gray hair and Green eyes. Additionally the character has Freckles across nose.,Character is devoted to religious practices and beliefs.,46,The Star Wars Holiday Special,38,The Privilege,5,22,An abandoned spaceship drifting through the void of space its crew long gone and its systems failing.,A group of adventurers journeys to the ends of the earth in search of a mythical city made of gold.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,On the Beach,8,Nathan Velasquez,Short character with Black hair and Brown eyes.,Character is involved in trade or commerce.,67,The Suite Life Movie,41,The Six Million Dollar Man,1,76,A remote outpost on the edge of a frozen wasteland where hardy explorers brave the elements in search of treasure.,A powerful sorcerer seeks revenge on those who wronged him using dark magic to bend them to his will.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranha,1,Melvin Klein,Slender character with Brown hair and Gray eyes.,Character is skilled in stealth and thievery.,136,The Suite Life Movie,129,The Star Wars Holiday Special,1,25,A tranquil mountain village nestled in the shadow of towering peaks its residents living a simple peaceful life.,A group of survivors must escape a haunted mansion filled with vengeful spirits before they become its next victims.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranha,2,Richard Baker,Average character with Black hair and Hazel eyes. Additionally the character has Birthmark on neck.,Character is skilled in stealth and thievery.,47,The Suite Life Movie,145,The Star Wars Holiday Special,2,25,A hidden oasis deep within a desert canyon its waters said to possess healing properties.,A legendary hero wields a sword forged from the heart of a fallen star its blade capable of cleaving through anything in its path.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranha,3,Mason Miller,Muscular character with Gray hair and Green eyes.,Character is skilled in stealth and thievery.,171,The Suite Life Movie,35,The Star Wars Holiday Special,3,25,A bustling metropolis built atop the ruins of an ancient civilization its history buried beneath layers of modernity.,An ancient prophecy foretells the coming of a chosen one who will unite the kingdoms and bring peace to the land.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranha,4,Rebecca Small,Short character with Gray hair and Green eyes.,Character is talented in creative pursuits such as art or music.,43,Threads,13,The Star Wars Holiday Special,4,25,An abandoned research facility in the Arctic Circle where scientists once studied the effects of climate change.,A powerful artifact grants its wielder control over the elements but at a great cost to their sanity.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranha,5,John Gallagher,Lean character with Gray hair and Brown eyes.,Character is skilled in stealth and thievery.,81,Threads,150,The Suite Life Movie,1,14,A mysterious island where time flows differently causing those who visit to age at an accelerated rate.,A group of survivors must navigate a city overrun by flesh eating zombies in search of a safe haven.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranhaconda,1,Keith Mitchell,Chubby character with Red hair and Green eyes.,Character is trained in combat and warfare.,84,Threads,144,The Suite Life Movie,2,14,A hidden cavern filled with glowing mushrooms and bioluminescent creatures hidden deep beneath the earth.,A cursed amulet brings eternal life to its wearer but at the cost of their humanity.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranhaconda,2,Anna Avila,Curvy character with White hair and Blue eyes.,Character operates outside the law often as a fugitive or rebel.,134,Threads,19,The Suite Life Movie,3,14,A bustling city nestled in the branches of a colossal tree its inhabitants living in harmony with nature.,A group of rebels fights against a corrupt government that seeks to control the minds of its citizens.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranhaconda,3,Jessica Woods,Curvy character with Brown hair and Gray eyes. Additionally the character has Scar on left cheek.,Character is talented in creative pursuits such as art or music.,32,Trucks,111,The Suite Life Movie,4,14,An ancient coliseum where gladiators once battled for glory now a crumbling ruin haunted by the echoes of the past.,An ancient curse transforms its victims into werewolves under the light of the full moon doomed to hunt for eternity.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranhaconda,4,Patrick Carter,Slender character with Brown hair and Gray eyes. Additionally the character has Scar on left cheek.,Character is trained in combat and warfare.,71,Trucks,112,The Suite Life Movie,5,14,A remote outpost on the edge of a volcanic wasteland where miners extract precious minerals from the earth.,A powerful sorcerer seeks to harness the power of a fallen star to conquer the world.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranhaconda,5,Amanda Taylor,Muscular character with White hair and Brown eyes.,Character is trained in combat and warfare.,192,Trucks,130,The Suite Life Movie,6,14,A tranquil forest glade where a magical portal to another realm awaits those who know the secret incantation.,A group of survivors must find a way to escape a haunted asylum before they become its next victims.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranhaconda,6,Sarah Arias,Lean character with Brown hair and Blue eyes.,Character is talented in creative pursuits such as art or music.,24,Trucks,8,Threads,1,57,A forgotten castle hidden within a dense forest its halls filled with the ghosts of long dead nobles.,A legendary hero embarks on a quest to retrieve a lost artifact from the depths of the ocean.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Piranhaconda,7,Susan Short,Stocky character with Gray hair and Brown eyes.,Character is involved in trade or commerce.,57,Wonder Woman,98,Threads,2,57,A bustling metropolis where the streets are patrolled by clockwork automatons and airships fill the sky.,An AI gains sentience and seeks to protect humanity from the dangers of its own creations.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Pixel Perfect,1,Holly Bartlett,Tall character with Brown hair and Gray eyes. Additionally the character has Mole above right eyebrow.,Character is educated and scholarly in nature.,148,Wonder Woman,159,Trucks,1,12,An abandoned amusement park overrun by mutants and monsters its attractions now deadly traps.,A group of survivors must fend off a horde of zombies while trapped in an abandoned hospital.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Pixel Perfect,2,Albert Rios,Curvy character with Gray hair and Brown eyes. Additionally the character has Tattoo on forearm.,Character is talented in creative pursuits such as art or music.,185,Wonder Woman,19,Trucks,2,12,A hidden valley filled with colorful flowers and exotic wildlife hidden from the outside world by towering cliffs.,A cursed mask grants its wearer incredible powers but at the cost of their soul.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Pixel Perfect,3,Whitney Lawson,Average character with Gray hair and Hazel eyes.,Character comes from a humble background as a peasant or commoner.,61,Zenon Girl of the 21st Century,70,Trucks,3,12,An ancient ruin atop a windswept mesa its crumbling walls etched with the stories of a lost civilization.,A group of explorers uncovers a hidden temple deep in the jungle guarded by ancient traps and guardians.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Pixel Perfect,4,Shannon Reed,Chubby character with Black hair and Green eyes.,Character is trained in combat and warfare.,76,Zenon Girl of the 21st Century,144,Trucks,4,12,A bustling marketplace in the heart of a medieval city with vendors selling exotic spices textiles and trinkets.,An ancient curse transforms its victims into mindless zombies hungering for the flesh of the living.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Project ALF,1,Brian Trujillo,Chubby character with Red hair and Blue eyes.,Character is talented in creative pursuits such as art or music.,51,Zenon Girl of the 21st Century,116,Trucks,5,12,A hidden cave system filled with glittering crystals and strange rock formations.,A powerful sorcerer seeks to open a gateway to the realm of the gods unleashing chaos upon the world.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Project ALF,2,Randall Curtis,Chubby character with White hair and Gray eyes.,Character comes from a humble background as a peasant or commoner.,1,Zenon Girl of the 21st Century,28,Trucks,6,12,A bustling metropolis on the edge of a vast desert where towering skyscrapers rise above the sand.,A group of survivors must navigate a post apocalyptic wasteland in search of a fabled sanctuary.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Project ALF,3,Bradley Perez,Average character with Brown hair and Gray eyes. Additionally the character has Mole above right eyebrow.,Character comes from a noble or aristocratic family.,92,Zombie Apocalypse,97,Trucks,7,12,An abandoned spaceship drifting through the void of space its crew long gone and its systems failing.,A legendary hero wields a sword forged from the heart of a fallen star its blade capable of cutting through anything.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Project ALF,4,Eric Massey,Stocky character with Gray hair and Gray eyes.,Character seeks excitement and adventure.,153,Zombie Apocalypse,145,Trucks,8,12,A remote outpost on the edge of a frozen wasteland where hardy explorers brave the elements in search of treasure.,An ancient curse transforms its victims into werewolves under the light of the full moon doomed to hunt for eternity.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Riverworld,1,Scott Williams,Stocky character with White hair and Green eyes.,Character is educated and scholarly in nature.,143,Zombie Apocalypse,178,Wonder Woman,1,46,A tranquil mountain village nestled in the shadow of towering peaks its residents living a simple peaceful life.,A powerful sorcerer seeks to harness the power of a fallen star to conquer the world.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Riverworld,2,Cassandra Cannon,Muscular character with Brown hair and Blue eyes. Additionally the character has Scar on left cheek.,Character comes from a humble background as a peasant or commoner.,141,null,null,Zenon Girl of the 21st Century,1,11,An abandoned mine shaft stretching deep into the earth its tunnels twisting and turning like a labyrinth.,A group of survivors must find a way to escape a haunted asylum before they become its next victims.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Riverworld,3,Dr. Christopher Arnold III,Short character with Brown hair and Hazel eyes. Additionally the character has Mole above right eyebrow.,Character is trained in combat and warfare.,163,null,null,Zenon Girl of the 21st Century,2,11,A bustling marketplace in the heart of a medieval city with vendors selling everything from spices to silks.,A legendary hero embarks on a quest to retrieve a lost artifact from the depths of the ocean.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Riverworld,4,Sherri Reeves,Tall character with Blonde hair and Brown eyes.,Character is trained in combat and warfare.,118,null,null,Zenon Girl of the 21st Century,3,11,A vast otherworldly desert with shifting sands and strange rock formations.,An AI gains sentience and seeks to protect humanity from the dangers of its own creations.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado,1,James Rodriguez,Tall character with Brown hair and Gray eyes.,Character is trained in combat and warfare.,110,null,null,Zenon Girl of the 21st Century,4,11,An ancient temple hidden deep within a dense jungle guarded by traps and ancient guardians.,A group of survivors must fend off a horde of zombies while trapped in an abandoned hospital.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado,2,Larry Ball,Tall character with Brown hair and Green eyes. Additionally the character has Tattoo on forearm.,Character is devoted to religious practices and beliefs.,2,null,null,Zenon Girl of the 21st Century,5,11,A remote fishing village perched on the edge of a rugged coastline battered by wind and waves.,A cursed mask grants its wearer incredible powers but at the cost of their soul.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado,3,Dr. Shannon Gill MD,Slender character with Red hair and Green eyes.,Character is trained in combat and warfare.,36,null,null,Zenon Girl of the 21st Century,6,11,A hidden cave system filled with glittering crystals and strange rock formations.,A group of explorers uncovers a hidden temple deep in the jungle guarded by ancient traps and guardians.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado,4,Donald Kelley,Slender character with Black hair and Blue eyes. Additionally the character has Tattoo on forearm.,Character is skilled in stealth and thievery.,31,null,null,Zenon Girl of the 21st Century,7,11,A bustling metropolis on the edge of a vast desert where towering skyscrapers rise above the sand.,An ancient curse transforms its victims into mindless zombies hungering for the flesh of the living.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 2 The Second One,1,Sarah Chandler,Muscular character with Red hair and Brown eyes.,Character is skilled in stealth and thievery.,107,null,null,Zenon Girl of the 21st Century,8,11,An abandoned spaceship drifting through the void of space its crew long gone and its systems failing.,A powerful sorcerer seeks to open a gateway to the realm of the gods unleashing chaos upon the world.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 2 The Second One,2,Christopher Kelley,Athletic character with Black hair and Gray eyes. Additionally the character has Freckles across nose.,Character is educated and scholarly in nature.,119,null,null,Zenon Girl of the 21st Century,9,11,A remote outpost on the edge of a frozen wasteland where hardy explorers brave the elements in search of treasure.,A group of survivors must navigate a post apocalyptic wasteland in search of a fabled sanctuary.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 2 The Second One,3,Joanne Smith,Short character with White hair and Hazel eyes.,Character is trained in combat and warfare.,25,null,null,Zombie Apocalypse,1,15,A tranquil mountain village nestled in the shadow of towering peaks its residents living a simple peaceful life.,A legendary hero wields a sword forged from the heart of a fallen star its blade capable of cutting through anything.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 2 The Second One,4,Amy Wilcox,Lean character with Blonde hair and Hazel eyes.,Character is devoted to religious practices and beliefs.,95,null,null,Zombie Apocalypse,2,15,An abandoned mine shaft stretching deep into the earth its tunnels twisting and turning like a labyrinth.,A group of rebels fights against a corrupt government that seeks to control the minds of its citizens.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 2 The Second One,5,Vanessa Lopez,Chubby character with Blonde hair and Brown eyes.,Character comes from a humble background as a peasant or commoner.,123,null,null,Zombie Apocalypse,3,15,A bustling marketplace in the heart of a medieval city with vendors selling everything from spices to silks.,A cursed amulet brings eternal life to its wearer but at the cost of their humanity.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 2 The Second One,6,Alexandria Cooper,Muscular character with Blonde hair and Green eyes. Additionally the character has Freckles across nose.,Character is skilled in stealth and thievery.,65,null,null,Zombie Apocalypse,4,15,A vast otherworldly desert with shifting sands and strange rock formations.,A group of survivors must escape a haunted mansion filled with vengeful spirits before they become its next victims.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 2 The Second One,7,Adam Stanley,Tall character with Brown hair and Hazel eyes.,Character is skilled in stealth and thievery.,114,null,null,Zombie Apocalypse,5,15,An ancient temple hidden deep within a dense jungle guarded by traps and ancient guardians.,A legendary hero embarks on a quest to retrieve a lost artifact from the clutches of a powerful dragon.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 2 The Second One,8,Heidi Douglas,Chubby character with White hair and Brown eyes. Additionally the character has Scar on left cheek.,Character is trained in combat and warfare.,42,null,null,Zombie Apocalypse,6,15,A remote fishing village perched on the edge of a rugged coastline battered by wind and waves.,An ancient curse transforms its victims into stone statues frozen for eternity in their moment of agony.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 3 Oh Hell No!,1,Anthony Turner,Slender character with Black hair and Blue eyes. Additionally the character has Tattoo on forearm.,Character seeks excitement and adventure.,50,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 3 Oh Hell No!,2,Dr. Kevin Wilcox MD,Slender character with Gray hair and Hazel eyes.,Character is talented in creative pursuits such as art or music.,108,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 3 Oh Hell No!,3,Michael Hancock,Chubby character with Brown hair and Gray eyes.,Character seeks excitement and adventure.,63,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 3 Oh Hell No!,4,Joseph Chambers,Short character with Red hair and Green eyes. Additionally the character has Freckles across nose.,Character is involved in trade or commerce.,93,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 3 Oh Hell No!,5,Shannon Phillips,Tall character with Brown hair and Hazel eyes.,Character seeks excitement and adventure.,184,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 3 Oh Hell No!,6,Warren Howell,Athletic character with White hair and Hazel eyes.,Character is trained in combat and warfare.,69,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 3 Oh Hell No!,7,Tammy Willis,Stocky character with Brown hair and Blue eyes. Additionally the character has Mole above right eyebrow.,Character comes from a noble or aristocratic family.,39,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 3 Oh Hell No!,8,Veronica Ramos,Muscular character with Brown hair and Green eyes. Additionally the character has Scar on left cheek.,Character is educated and scholarly in nature.,12,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 4 The Fourth Awakens,1,Marisa Wilson,Tall character with White hair and Gray eyes. Additionally the character has Mole above right eyebrow.,Character is educated and scholarly in nature.,131,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 4 The Fourth Awakens,2,Shawn Dunn,Tall character with Brown hair and Brown eyes.,Character is devoted to religious practices and beliefs.,191,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 4 The Fourth Awakens,3,Wendy Chung,Short character with Blonde hair and Gray eyes.,Character operates outside the law often as a fugitive or rebel.,79,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 4 The Fourth Awakens,4,Andrea Torres,Short character with Red hair and Brown eyes.,Character comes from a humble background as a peasant or commoner.,135,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharknado 4 The Fourth Awakens,5,Tammy Brooks,Lean character with Gray hair and Blue eyes. Additionally the character has Mole above right eyebrow.,Character is trained in combat and warfare.,30,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharktopus,1,Edward Clark,Muscular character with Gray hair and Gray eyes.,Character comes from a humble background as a peasant or commoner.,75,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharktopus,2,Patricia Gonzalez,Muscular character with Black hair and Blue eyes.,Character is involved in trade or commerce.,73,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharktopus,3,Christopher Knight,Muscular character with Black hair and Blue eyes.,Character seeks excitement and adventure.,158,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Sharktopus,4,Samantha Carey,Average character with Gray hair and Hazel eyes. Additionally the character has Freckles across nose.,Character is talented in creative pursuits such as art or music.,172,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Smart House,1,Timothy Ramsey,Short character with Brown hair and Gray eyes. Additionally the character has Birthmark on neck.,Character is involved in trade or commerce.,102,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Smart House,2,Luke Stephens,Slender character with Gray hair and Hazel eyes.,Character is talented in creative pursuits such as art or music.,176,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Smart House,3,Chris Griffin,Stocky character with White hair and Blue eyes.,Character comes from a noble or aristocratic family.,62,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Smart House,4,Dennis White,Short character with Blonde hair and Gray eyes.,Character comes from a humble background as a peasant or commoner.,127,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Smart House,5,Justin Oliver,Stocky character with White hair and Blue eyes.,Character is devoted to religious practices and beliefs.,45,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species III,1,Lisa Hansen,Short character with Brown hair and Blue eyes. Additionally the character has Tattoo on forearm.,Character is skilled in stealth and thievery.,169,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species III,2,Christina Harrison MD,Stocky character with Brown hair and Blue eyes.,Character is involved in trade or commerce.,66,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species III,3,Linda Maynard,Slender character with Brown hair and Green eyes.,Character is educated and scholarly in nature.,120,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species III,4,Gregory Baker,Slender character with Blonde hair and Gray eyes.,Character is trained in combat and warfare.,103,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species III,5,Nicholas Johnston,Lean character with Brown hair and Green eyes.,Character seeks excitement and adventure.,72,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species III,6,Karen Pena,Short character with Black hair and Blue eyes. Additionally the character has Freckles across nose.,Character is devoted to religious practices and beliefs.,91,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species III,7,Ronald Salas,Chubby character with White hair and Blue eyes. Additionally the character has Birthmark on neck.,Character comes from a noble or aristocratic family.,52,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species The Awakening,1,Kristen Ruiz,Short character with Gray hair and Green eyes. Additionally the character has Birthmark on neck.,Character is educated and scholarly in nature.,74,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species The Awakening,2,Tammy Guerra,Stocky character with Black hair and Gray eyes.,Character comes from a noble or aristocratic family.,56,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species The Awakening,3,Jeremy Robinson,Curvy character with Gray hair and Brown eyes.,Character is trained in combat and warfare.,101,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species The Awakening,4,Madison Robinson,Slender character with Brown hair and Brown eyes. Additionally the character has Scar on left cheek.,Character is educated and scholarly in nature.,78,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species The Awakening,5,John Duarte,Athletic character with Brown hair and Gray eyes.,Character is educated and scholarly in nature.,68,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Species The Awakening,6,Melissa Green,Average character with Blonde hair and Blue eyes. Additionally the character has Tattoo on forearm.,Character is educated and scholarly in nature.,157,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Teenage Caveman,1,Joan Hernandez,Slender character with Black hair and Gray eyes. Additionally the character has Tattoo on forearm.,Character is talented in creative pursuits such as art or music.,174,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Teenage Caveman,2,Lori Rose,Curvy character with Gray hair and Blue eyes.,Character is educated and scholarly in nature.,90,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Teenage Caveman,3,Heather Manning,Short character with Brown hair and Hazel eyes.,Character is involved in trade or commerce.,125,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Teenage Caveman,4,Daniel Bradley,Average character with Black hair and Hazel eyes.,Character comes from a humble background as a peasant or commoner.,173,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Teenage Caveman,5,Monica Ruiz,Athletic character with Gray hair and Blue eyes. Additionally the character has Mole above right eyebrow.,Character is devoted to religious practices and beliefs.,83,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Teenage Caveman,6,Denise Chan,Slender character with Gray hair and Green eyes.,Character is devoted to religious practices and beliefs.,183,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Teenage Caveman,7,Pamela Contreras,Chubby character with Blonde hair and Brown eyes. Additionally the character has Mole above right eyebrow.,Character is trained in combat and warfare.,182,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The After,1,Sheila Jones,Athletic character with Gray hair and Brown eyes.,Character is educated and scholarly in nature.,104,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The After,2,John Madden,Lean character with Black hair and Green eyes.,Character is talented in creative pursuits such as art or music.,85,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The After,3,James Campbell,Muscular character with Gray hair and Hazel eyes.,Character operates outside the law often as a fugitive or rebel.,58,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The After,4,Amanda Patterson MD,Tall character with White hair and Blue eyes. Additionally the character has Freckles across nose.,Character is talented in creative pursuits such as art or music.,99,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The After,5,Derrick Davis,Chubby character with White hair and Blue eyes.,Character comes from a humble background as a peasant or commoner.,87,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Day After,1,Maria Morgan,Chubby character with Black hair and Hazel eyes.,Character comes from a humble background as a peasant or commoner.,131,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Day After,2,Christopher Bradley,Slender character with Blonde hair and Hazel eyes.,Character comes from a noble or aristocratic family.,134,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Day After,3,Tina Kelly,Lean character with Blonde hair and Blue eyes. Additionally the character has Birthmark on neck.,Character comes from a noble or aristocratic family.,73,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Day After,4,Jared Robinson,Tall character with Blonde hair and Blue eyes. Additionally the character has Birthmark on neck.,Character operates outside the law often as a fugitive or rebel.,67,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Incredible Hulk Returns,1,Melissa Wheeler,Lean character with Gray hair and Blue eyes.,Character is devoted to religious practices and beliefs.,71,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Incredible Hulk Returns,2,Phyllis Thompson,Chubby character with Blonde hair and Gray eyes.,Character is skilled in stealth and thievery.,93,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Incredible Hulk Returns,3,Brian Martin,Slender character with Brown hair and Hazel eyes.,Character seeks excitement and adventure.,85,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Incredible Hulk Returns,4,Tracey Gentry,Tall character with Red hair and Blue eyes.,Character operates outside the law often as a fugitive or rebel.,57,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Last Sharknado Its About Time,1,Mariah Carroll,Lean character with Black hair and Green eyes. Additionally the character has Mole above right eyebrow.,Character is devoted to religious practices and beliefs.,192,null,null,null,null,null,null,null,null,null,null
